userName,score,at,content
Ilham Ardi muhamat,5,7/18/2020 0:58,Apk tik tok bagus tapi saya anti tik tok karna kalo saya nonton gak tahan saya harus coli terussss anjirrr.
Santie Sri Nurul Aini,2,7/16/2020 5:05,Maaf apk nyh kok eror yah? Saya udh coba beberapa kali tpi ga bisa? Knp yah.
Rilya Aulya mashuri,3,7/15/2020 19:10,Tiga ajh soal nya folower saya sering berkurang dngn sendiri.. Jadi nggk semangt bikin konten
LION GAMING OFFCIAL 3008,5,7/14/2020 16:04,Saya make aplikasi ini dari 2 tahun yang lalu kok beberapa hari ini fidio yang saya simpan kok gak bisa di buka tolong tik tok
Anjas sanjarul Mukhsin,5,7/13/2020 20:21,"Aplikasi ini sangat bagus menghibur semua orng, sya suka dengan aplikasi ini"
Sisan Ismail,5,7/12/2020 15:41,"aplikasi ini sangat bagus dan menghibur, tapi sayang HP sya kentang jdi memorinya cepat penuh🤣"
Nasywa ophelia,1,7/11/2020 12:54,"Saya sudah mendownload aplikasi ini berulang kali tapi kali ini knp tidak bisa?? Sudah tiga kali saya mencoba dan hasilnya sama, mohon infonya"
Ruben Barros,5,7/10/2020 16:57,Suka sekali untuk masa hiburan😊😊😘😘
Nita Ali,4,7/7/2020 16:27,"Aplikasi keren, tapi aku kesulitan kenapa gak bisa Live di Tiktok, tolong penjelasan nya donk"
Alwan officiall,1,7/7/2020 4:07,"Bagusi tapi ngedonload nya lama tapi kalo nanti nanti cuma sebentar aku kasih 5,sama lagi udah 24 mnt kok masih 11,padahal jaringan bagus☹😣😖😫😩❌❌❌"
chupit ajha,1,7/5/2020 18:17,saya kasi bintang 1 aja .. karna ID tiktok saya selalu di blokir padahal video2 yg saya upload sopan semua .. dan sekarang saya download gak bisa² lelet
Reberi Gom,5,7/5/2020 4:56,Sangat menarik dn membuat aktivitas seharian lebih seruh
Fajar Kurniadi,1,7/3/2020 6:23,Halo tik tok kenapa tidak bisa masuk dengan instagram....??
anin dya,4,7/1/2020 12:06,bagus tapi suka macet 2 tolong diperbaiki ok nanti kalau udah ngak macet2 aku kasih bintang lima ok
Nia Kurnia,5,7/1/2020 11:12,Menarik terhibur walau terkadang suka kesel sama yg komen😆😆😆😆
Melati Mondia,3,6/24/2020 10:32,Kurang baik dalam proses memposting video dan lambat
Link Trosobo,1,6/23/2020 3:43,"Seperti apk yg lain, klo user sdh rame pasti server sering down & aplikasi force close. Sejauh ini saya msh suka apk keluaran dr facebook dan saudara2nya."
adit subarjo,1,6/21/2020 6:56,Ini gimana dong saya lagi liat vidio apa aja udah lumayan lama truss keluar sendiri gimana nih solusi nya tolong diperbaiki/gimana coba pihak tiktok
eny nurhayati,5,6/19/2020 12:49,Sangat menyukai aplikasi ini di saat gabut sendirian
Joana da Costa Soares,5,6/17/2020 6:07,"Aku sangat suka pakai aplikasi tiktok ini ☺️☺️👌,,,tapi ko aku buat video slow musiknya Ngah complit🙄 Tolong dong🙏"
Cindy Cecilia,1,5/13/2020 7:23,Download nya 73mb pas udah terpasang dan liat video tbtb 1GB lebih. Need bgt buat hp kapasitas kecil! :(
Safa Linadira,5,5/10/2020 2:52,Awalnya saya ragu untuk ndonwlod tik tok tapi pas saya buka bagus bgt!!!!!!
Nia Zenaya,5,5/9/2020 4:42,Aku suka bgt sama aplikasi tik tok meski aku tidak jago main seperti orang lain yg penting aplikasi ini selalu menghiburku:):):)
roni syahrony,3,5/6/2020 6:01,Jangan terlalu mengexpos publik dengan byk makan kuota kurangi petsetasi nya
Fauzi Battousai,1,5/2/2020 12:09,"Lain kali kalau mau bikin event jangan nanggung2, bikin event mobile legend, kok di batasi stok nya, capek2 ngumpulin, ujung nya gak bisa di tuker, kalau cuma buat popularitas, sekalian jgn bikin event gak jelas gitu, gua uninstall ja nie aplikasi, aplikasi gak jelas"
Pengguna Google,1,4/25/2020 22:44,Aplikasi nya tolong di perbaikin lagi ya soalnya selalu pas saya lagi downlot lasti kalo udah 93 persen pasti ke ulang lagi
Pengguna Google,2,4/25/2020 7:31,kenapa saya saat install ulang selalu gk bisa tolong peebaiki
Pengguna Google,3,4/23/2020 21:59,"Äķu Ŝükâ Bůaĝët ķâ£iaņ ga båkäł yéšél Ķało Døwňløäd Tapi kok, Dulu Aku bisa Download dan udah daftar Akun . TRUs aku hapus lah sekaran ga bisa Download .Please perbaiki"
Pengguna Google,5,4/22/2020 17:06,seru siihh.. jdi bisa kreatif bikin koreo2 baru dan bisa kasih challenge ke temen2.. makasih sdh d berikan tempat untuk explore.. 😁👍🏽 add yaa hyangrestus
Pengguna Google,5,4/21/2020 22:28,Saya memang suka dengan aplikasi ini dapat digunakan untuk melihat video apa saja
Pengguna Google,5,4/19/2020 1:45,Bagus sih tapi donload nya kok lama dan diulang terus mohon pihak tik tok diperbaiki🙏🙏instal ny juga lama Jadi gk bisa tik tok kan deh👍
Pengguna Google,2,4/17/2020 11:37,"Seru, tapi kenapa fans saya ga nambah padahal jelas2 ada yang ngikutin? Mohon di perbaiki"
Pengguna Google,1,4/17/2020 7:48,"Ngapa sih pas mau didowlod keluar terus, siap tu udah mau seratus malah batal sendiri knp ya"
Pengguna Google,3,4/15/2020 19:17,Kan apknya ke unstal ko di dowload lg lemot yah ke ulang2 mlu pdhal ak udh isi kuota loh
Pengguna Google,1,4/15/2020 14:56,"Sempat saya uninstall karena memori penuh, begitu memori saya sudah kosong, koneksi internet lancar, cache google play store juga sudah dihapus, tetap saja tidak mau diinstall ulang. Mohon segera dibenahi."
Pengguna Google,2,4/14/2020 10:39,Tolong ini slowmo nya tiktok di benerin karna saya udh bagus bagus ehh ke buang sendiri habis itu mau uploud aku udh tunnguin lama tapi malah mohon maaf coba di ulang lagi 🙏😞 itu saja terima kasih
Pengguna Google,3,4/14/2020 3:49,Q suka sih sama aplikasi ini. Tapi saat kita ngunggah video q agak ga suka karena setelah kita mengunggah kita harus share ke beberapa aplikasi. Itu aja sih tapi mohon diperbaiki ya.!!😊
Pengguna Google,1,4/11/2020 20:27,Knpa aku dari kmrin ga bisa apload video di tt pdahal udah d hapus akun dl trs d update knpa g bisa jg
Pengguna Google,5,4/10/2020 15:40,Aku dulu anak musicaly terus pindah ke like..likee terus akhirnya nyaman deh di tik tok..
Pengguna Google,1,4/8/2020 15:57,"Assalamualaikum, saya cuma mau curhat yaa, Bagus sih bagus, tpi lemot bangett,, padahal aku punya kuota, sinyal bagus 2,3M dan MB Banyak memorinya hampir penuh, lagian kuotanya habisnya cepet banget, padahal kan aku baru beli kuota,,,, kenapa pas aku baru buka selalu aja ada iklan dari tiktok kayak HAGO, LIKE dan lainnya, mohon segera diperbaiki agar semua orang terhibur, saya sebenarnya suka tapi lemot bangett, sementara saya hapus utk dahulunya, sekian dari komentar saya, wasalam"
Pengguna Google,5,4/8/2020 7:02,"Saya suka aplikasi ini,,,apkikasi nya bisa membuat kepercayaan diri kita meningkat,,saya beri 5 bintang"
Pengguna Google,1,4/4/2020 16:40,"Efek Slowmotion sekarang kurang bagus..masa musik nya ilang begitu,gak bisa pas sama sekali..kecewa gue."
Pengguna Google,4,4/4/2020 15:33,Filter ada yang tidak bisa dipakai walaupun sudah di update berulang kali
Pengguna Google,5,4/4/2020 6:59,Mudah²n makin bagus ke depannya. . Bukannya nambah jelek. .
Pengguna Google,2,4/1/2020 20:57,"Tiktok yang skrng.bukan tiktok yang dlu, dlu isinya kreatifitas, skrng isinya banci, anak alay, anak gaya 70an, ibu2 yang caci maki tetangga, cewek yang burik terus pakek tepung.dimuka, kembalikan tiktok kami yang dlu, bukan tiktok dengan isi sampah seperti ini, sebaiknya tiktok.blokir.mereka yang tidak mendidik."
Pengguna Google,3,4/1/2020 15:05,"permisi mau tanya dong, knapa ya tik tok aku kalau pakai wifi malah lemot, wifi nya bagus"" amat kok"
Pengguna Google,5,3/30/2020 19:34,ini aplikasi bagus cma sygnya q blm tau cra bikin video bagus kya seperti tmen lainnya
Pengguna Google,5,3/28/2020 13:24,Sya suka hangat krna Tik tok bisa menghibur kita di ruma jadi sya ksih bintang 5
Pengguna Google,5,3/28/2020 12:53,Terima kasih ia. Karna aplikasi ini cukup memuaskan dan juga trend saya kasih 5 bintang 🙏😍
Pengguna Google,5,3/26/2020 0:54,Saya sangat suka karena saya bisa terkenal terima kasih tiktok berkat kamu aku bisa terkenal walaupun masih sedikit
Pengguna Google,5,3/25/2020 10:53,aplikasi yg menyenangkan walau tak banyak like yang penting bisa berexpresi ..Sipp tiktok i like
Pengguna Google,5,3/24/2020 23:49,"Aq suka sama aplikasi ini. Cuman yang bikin kesell kalo ga di buka setiap hari berandanya jadi acak""an tolong lebih di kondisikan lagi ya min"
Pengguna Google,5,3/22/2020 2:34,"Aplikasi yang bikin senang tua muda,ayo kita gabung di sini biar pada happy."
Pengguna Google,5,3/20/2020 9:12,Bahasa Maksae Aplikasi Girau Terjemahan Bahasa Indonesia Aplikasi Bagus
Pengguna Google,5,3/20/2020 8:38,Hai perkenalkan nama saya hasna aulia aku suka bangt tik tok😍 kalian langsung donwlod aplikasi tik tok gak akan nyesel deh kalian bisa menggunakan aplikasi tik tok dengan bersenang senag terimakasih aplikasi tik tok
Pengguna Google,4,3/19/2020 5:14,Aku kasih bintang 4.... aku pernah upload video malah di banned... padahal psotif ... tapi tiktok kerennnn
Pengguna Google,5,3/18/2020 12:19,Tik tok ini bagus makasih ya. Pokoknya kalo yang gak dowload bakalan nyesel bangettt . Yang belum dowload nanti dowload aplikasi tik tok yah.
Pengguna Google,1,3/16/2020 9:49,"tolong lah pakai aplikasi ini dengan Cerdas, boleh la buat video hiburan tapi ngotak ya pantes ga?😆"
Pengguna Google,5,3/15/2020 8:10,"Kenapa saya memberi bintang 5, karena tiktok ini bisa menghilangkan stress disaat kita frustasi dengan kerjaan maupin masalah** lain."
Pengguna Google,4,3/12/2020 11:58,Bagus tapi ada vidio jorok harus diteliti ya biar gak ada vidio gituan tapi kualitas mah bagus tapi tolong teliti biar adek aku gak nonton gituann...
Pengguna Google,1,3/11/2020 3:06,Maaf saya ksh bintang 1 krn banyak sekali penyalahgunaan aplikasi ini oleh penggunanya seperti penistaan dan pelecehan agama. Banyak beredar postingan di fb yg ga pantas dilakukan seperti shalat dijadikan mainan. Tolong donk lebih ketat lg pengawasannya ke para penggunanya. Terima kasih
Pengguna Google,1,3/6/2020 6:50,tiktok tidak menyerukan karena cepat habis paket lebih baik dowlod likee lama habis paket
Pengguna Google,5,3/5/2020 16:07,"Saya suka aplikasinya, tapi saya mohon tolong Android dan IOS di sama ratakan kualitas aplikasi nya, terimakasih🙏"
Pengguna Google,1,3/3/2020 12:39,satu ja...knp susah sekali mau daftar nya
Pengguna Google,1,3/1/2020 1:49,Masa aku sudah banyak penggemar nya tapi kok masih (0) sih tolong perbaiki donk😒
Pengguna Google,5,2/29/2020 11:51,Bagus tapi gk bisa dipasang di HP. Padahal gue kemarin pasang apk ini bisa dipasang kok
Pengguna Google,1,2/27/2020 16:49,Halo developeer Aplikasi tik tok yang bener yang mana? Karena sesudah aku search aplikasinya ada 2 yaitu dari TikTok.Pte.Ltd ada juga yg ini TikTok.Inc
Pengguna Google,5,2/26/2020 22:21,"Saya memberi bintang lima karena,di tiktok inii saya bisa mengembangkan bakat saya yaitu dance,jadi saya sangat sukaa"
Pengguna Google,5,2/26/2020 9:14,Bagus bgt aplikasinya karena membantu saya untuk berkreasi dan hiburan juga
Pengguna Google,1,2/26/2020 6:01,"Assalamualaikum ,aku dh buang 2 aplikasi buat downlot tik tok ,aku dh nunggu lama2 tapi gk kedonwlot nyeselin banget😠😠😠😒😒!"
Pengguna Google,1,2/25/2020 7:33,Saya suka dgn aplikasi tiktok tapi knapa g kbuka gambar Dan suara ako
Pengguna Google,5,2/25/2020 6:57,"Asalammualaikum nama saya syaila fairuzaSaya suka banget dengan aplikasi ini ,aplikasi ini menghibur saya saat lagi sendirian dan banyak video yang bisa di palajari semoga aplikasi ini menjadi aplikasi yang paling kita suka sedunia ya teman-teman😊😊😊😊😊😊😊😊😊"
Pengguna Google,5,2/22/2020 16:15,"Bagus fiturnya, jd bisa berkreativitas"
Pengguna Google,5,2/21/2020 14:22,"Tik-tok sangat membantu,saya puas pkai aplikasi ini semoga bermanfaat untuk kita semua termasuk driku sndri..."
Pengguna Google,3,2/21/2020 8:41,Tik tok adalah aplikasi terbaik dan terindah di seluruh dudia♥♥
Pengguna Google,5,2/20/2020 13:29,Knpa y tiktok sya gk bsa pasang epeck yg ter baru yg tulisan y maaf aplikasi tidak mndukung.. Mksud t aph
Pengguna Google,5,2/14/2020 18:49,Seneng banget tik tok mah best forever karena bisa ngehibur kalau bosan terus bisa bikin vidio tik tok jadi aku seneng banget makasih ya yang bikin aplikasi iniii aku suka banget tik tok 🥰🥰🥰🥰🥰🥰
Pengguna Google,2,2/11/2020 3:57,"Kok gak bisa unduh suara ya, jadi gak ada lagunya kalau mau main tiktok.."
Pengguna Google,4,2/3/2020 11:56,Lumayan laya tapi agak agak ngabisin kuota gitu tapi wawjuga
Pengguna Google,1,2/2/2020 3:59,Aku sudah instal tiktok lainya bukan tiktok ini .lebih enak tiktok yg aku instal dari pada tiktok ini ga jelas banget
Pengguna Google,3,2/1/2020 16:58,Ini sebenarnya aplikasi musica.ly yang dibeli sama Tik tok
Pengguna Google,5,2/1/2020 14:54,Sangat bagus tapi terkadang agak lemot
Pengguna Google,1,2/1/2020 13:10,"Saat mau menggunakan lagu susah sekali terdownload, lamaa. Di tingkatkan lagi"
Pengguna Google,5,2/1/2020 11:45,lumayan seru lah buay sedikit bersuka ria sendiri dan bisa postingan...
Pengguna Google,5,2/1/2020 4:24,"Ngak Boong😇 Sumpah ini Bagus Banget💟 Yang Bilang Aplikasi ini ngak Bagus,🐶 Hp Kalian yang ngak bagus😶 Makasi yah buat aplkasi nya sangat menghibur💟🙏"
Pengguna Google,1,1/28/2020 11:30,"Likee cuma 52mb, tik tok 61mb Padahal lebih bagus jauh like dari pada tik tok🙂🙂🙂🙂🙄🙄🙄🙄"
Pengguna Google,1,1/27/2020 7:39,Saya masuk ke aplikasi nya ko lag parah dan Patah tolong perbaiki 🙏
Pengguna Google,1,1/26/2020 14:15,Saya tidak bisa mendownlod apk ini saya sudah menghapus semua foto dan apk yang lain tapi tetap saja tidak bisik saya kasih bintang 1 saja tolong diperbaiki
Pengguna Google,5,1/23/2020 7:52,Bagus buat hiburan disaat jenuh
Pengguna Google,5,1/18/2020 11:54,Saya suka sekali aplikasi tik tok sangat terhibur dan bisa menghibur orang lain
Pengguna Google,1,1/18/2020 9:13,"Aplikasi gk bisa di download padahal internet kuat,penyimpanan banyak! Download apk lain bisa tapi untuk apk tiktok gk bisa"
Pengguna Google,1,1/16/2020 13:13,Saya beri bintangnya 1 karena aplikasi ini sangat boros kuota buanget saya ngisi 12 gb sisa 3 gb. Mohon diperbaiki y
Pengguna Google,3,1/13/2020 11:30,Zoom nya gabisa nge lag
Pengguna Google,5,1/13/2020 7:33,Tio tok ini seru dan banyak hiburan nya oh yah nma aku dania sari karna tik tok ini sr Seru aku kasih bintang 5 aku ga nyesel udh donlod aplikasi ini
Pengguna Google,5,1/13/2020 0:35,Gw ngk bisa blng apa2 dengan apps in poko' nya apps nya bagus bngat...😘
Pengguna Google,5,1/11/2020 20:28,Aplikasi sangat bagus Karena bisa dapat banyak teman
Pengguna Google,5,1/11/2020 18:03,"Kenapa ada efek yang tidak bisa di pake di hp ku sedangkan hp temen ku bisa, hp nya sama tinggal nya juga sama..? Tolong di perbaiki makasih"
Pengguna Google,2,1/9/2020 11:05,"Aplikasi tik tok emang bguz 'bisa nyari pengalaman + bs menambah wwasan sm tman"" pknya sipppp dah buat hburan smua nya hidup anak Rantau"
Pengguna Google,5,1/8/2020 17:24,"Alangkah lebih baik, jika ada pengaturan kualitas video tonton seperti di youtube, itu sangat membantu kepada mereka yg minim kouta untuk tetap hevan menonton video di tiktok dan mengurangi bufer video."
Pengguna Google,4,1/2/2020 16:06,Semoga.. bisa buat edit foto dulu.. percantik
Pengguna Google,1,12/30/2019 3:03,Karna apli kasi ini tida sesu ai dgn yg ad di gambar play store
Pengguna Google,2,12/29/2019 5:17,Agak suka sedikit tpi sy harus hapus aplikasi lainya untuk bisa diwnload
Pengguna Google,5,12/29/2019 0:54,aplikadi ini sangan bagus unik dan menyenangkan saya mengasih bintang 5 karna aplikasi ini sangat bagus dan tidak membosankan😊
Pengguna Google,3,12/23/2019 9:05,"Tiktok gak adil , yang di up video orangnya itu² aja .. udah cape² buat video , udah di ulang .. boro² ada yang ngelike coba yang cuma nyengir doang langsung banyak likenya .."
Pengguna Google,1,12/21/2019 6:20,"Mentemen ini tiktok buat orang luar, yg buat +62 mb nya 59 ok:)"
Pengguna Google,2,12/20/2019 5:03,Knp saya g bisa balik lg k akun yg lama? Tolong d perbaiki donk.. Saya udh capek2 berjuang sampe beribu2 Tp knp tiba2 saya g bisa balik lg k akun yg lama?
Pengguna Google,5,12/19/2019 21:25,Bagus buat ngisi waktu dan menghibur diri saat tidak ada hiburan..
Pengguna Google,2,12/18/2019 7:40,Ah bagus sih..tapi efek efek banyk yg ga bisa d pakai karn kadaluarsa
Pengguna Google,1,12/16/2019 23:16,"Saya minta kepada aplikasi tiktok dan semua rekan""Yaang bekerja sama di aplikasi tiktok mohon segera.hapus aplikasi ini"
Pengguna Google,1,12/15/2019 7:29,Enggak bisa di donglod minta di perbaiki dong seumpama enggak di kasih binta bisa nulis pesan ini mungkin aku enggak kasih bintang tolong untuk di ASUS ZENFONE C bisa untuk mendonglod pliss
Pengguna Google,4,12/13/2019 13:15,"Kenapa efek yang ada dikita bisa dipakai di negara lain tapi efek yang ada di negara lain gak bisa kita pakai, tulisannya efek ini tidak tersedia."
Pengguna Google,5,12/13/2019 2:35,"Tiktok nya sangat bagus,lain kali banyakin efek nya yaa☺️"
Pengguna Google,4,12/11/2019 6:22,"Makin hari, makin update aja aplikasinya.. mantap deh.."
Pengguna Google,5,12/5/2019 16:41,Wow aplikasi ini sangat bagus tp terkadang ada yg suka buat lemot tolong di perbaiki 👌👍
Pengguna Google,5,12/4/2019 0:34,Suka banget sama app ini. Karna bisa menghibur di saat mood kumatt wkwk ❤ tp knpa kalau setiap klik lagu nya suka error yaaah
Pengguna Google,5,11/30/2019 20:00,"Saya sangat suka, untuk hiburan di kala istirahat"
Pengguna Google,2,11/27/2019 6:35,2 ajah dulu habis nya app tiktok mnguras data.....klo bisa kurangi lah dlam mngambil kuota trlalu boros
Pengguna Google,4,11/27/2019 5:11,"Suka sih penghilang boring ,Cuman ngga terlalu stay karena pekerjaan"
Pengguna Google,5,11/26/2019 12:09,Dengan bermain tiktok yg lgi sedih jadi bahagia senyum2 sndiri💃😂😂 #pengalamanku
Pengguna Google,3,11/25/2019 9:15,Haduhhh ko aku daftar pake ig jadi akun musical.ly sih trus gimana akun tiktok aku gk ke pake sayang followers nya udh banyak lagih
Pengguna Google,5,11/24/2019 19:08,Aplikasi ini sangat bagus trima kasih semga ditingkatkan lgi fitur2nya ya bos sukses sllu Aamiin
Pengguna Google,5,11/24/2019 13:36,Pertama kalinya aku bingung kenapa ada dua tik tok yang satu 55mb yang satunya 52mb nah aku donwload dua-duanya dan aku bandingin padahal tik tok yang versi 52mb ini seperti mempunyai garansi itu loh.seperti kalau kita beli hp lewat online pasti punya garansi nah tik tok ini mempunyai garansi musically dan itu sangant bagus GOOD JOOB
Pengguna Google,5,11/19/2019 7:37,Pertamanya aku heran kenapa ada 2 tik tok padahal aku udh download tiktok yg satunya lagi..nah aku coba download yg ini ternyata ini itu apli musicaly yang udh dibeli sama tiktok...makasih banget karena aku skrng bisa ngehapusin aib aib aku
Pengguna Google,1,11/17/2019 3:44,Kalo buat transisi jadi aneh dulu tiktok gk gt
Pengguna Google,5,11/16/2019 15:27,Ini bagus banget bisa di simpan di galeri hasil nya terus bisa di pasang ke ss wa pokok nya bagus deh
Pengguna Google,3,11/4/2019 19:21,Aplikasi yg sangat Bagus untuk menghibur diri juga menghibur banyak orang
Pengguna Google,5,10/28/2019 16:42,"Susah gk bisa"" berulang"" donlot d apus d donlot d apus mau lagu indo ko arbi truss ch gimana masuk akun fb udah tpi ko gk bisa"
Pengguna Google,3,10/7/2019 2:10,"saya kasih bintang 3 aja,,,barang kali tik tok nya eror,,tiktok terkadang ada gangguan,klo tiktok nya lancar gx ada gangguan nanti saya kasih bintang lebih dri 5 hiiii😁"
Pengguna Google,1,10/3/2019 5:37,"Gak bisa di instal eh baru mau 100% langsung gagal gitu aja kesel kan ngabis""in kuota jdinya"
Pengguna Google,1,9/2/2019 22:31,Susah Donlodnya aku udh donlod tetep susah tolong di perbaiki dasar permainan jelek habisin paketan Aja tolong di perbaiki
Pengguna Google,5,8/18/2019 4:13,Saya suka tik tok... Mantap cocok dn hebat☆☆☆ Tetapi saya waktu buat tik tok gk sd yg komen like.. itu yg bkn sya jengkel.
Pengguna Google,3,8/9/2019 14:22,harus bisa lebih bagus lagi watermark bagi android samain sama iphone terus kalo penggunanya bikin harus ada yang like ada yg komen percuma kan buat
Pengguna Google,5,8/7/2019 12:25,"tik tok sangat lucu karena bisa menghibur saya, saya jadi suka jadi saya kasih bintang 5."
Pengguna Google,5,8/1/2019 3:22,knpa sya bikin video tidak bsa d simpan d galeri mhon bantuan nya
Pengguna Google,2,7/31/2019 17:56,kenapa sekarang app tiktok tidak bisa menambahkan lagu dari file musik hp sendiri
Pengguna Google,3,7/22/2019 5:00,lumayan bagus .. tapi nguras data 🙊✌✌
Pengguna Google,5,7/19/2019 9:17,tik tok ini sangat bagus dan ada jugak lucu nya saya suka sekali dgn tik tok:)
Pengguna Google,5,7/15/2019 8:44,"mantap njinx.cewenya montok montok cocok buat bacol.saya sarankan tambahkan genrenya seperti japanese,indonesia,blonde,arab,teen,beatiful boobs,dan masih banyak lagi. termiakasih tik tok cewelnya good banget😁"
Pengguna Google,3,7/13/2019 20:49,aplk ini sangat bgus tpi sering macet2.tolong di perbaiki lagi
Pengguna Google,3,7/9/2019 4:08,tolong kembalikan musical. ly ini seperti versi yang dulu...
Pengguna Google,5,7/3/2019 3:16,bagus banyak video yg lucu dan berkesan👍👍👍
Pengguna Google,1,7/2/2019 14:28,knapa sih tiktok gk bisa pake lagu lokal
Pengguna Google,4,7/1/2019 8:20,Aplikasi ini sih bagus cuman like nya sedikit jadi aku beri 4 bintang deh
Pengguna Google,5,6/28/2019 3:34,aplikasi ini bagus banget aku suka sama aplikasi ini...aku disini bisa lihat video tik tok nya bts dan blackpink...karena aku ini adalah seorang army dan seorang blinks....jadi aku kasi 5 bintang deh...😁😁😁
Pengguna Google,2,6/27/2019 23:26,bagus blum bisa make nya hh. nnti kalu udah bisa makenya aku kasih bintang lg deh. dua aja dulu y
Pengguna Google,1,6/24/2019 15:04,aplikasi ini aneh banget masak pas di donload gk bisa kesel banget
Pengguna Google,5,6/21/2019 23:02,aplikasinya bagus ya cuma iklan nya terlalu berlebihan dan terlalu banyak... tapi semua videonya bagus2 kok..tinggal kita cari aja di penelusuran tiktok yang mana yg mau dilihat...terima kasih😁😊☺
Pengguna Google,1,6/15/2019 9:35,aplikasi tik tok ini setiap di unduh kok gak bisa terpasang ya harus ngunduh berulang ulang kali
Pengguna Google,4,6/14/2019 13:46,di tik tok ini aku bisa ngeliat yang lucu yang ngegak lucu dan yang lainnya
Pengguna Google,1,6/8/2019 11:04,ini apk nya udh di download kok gk bisa yh malah disuruh download ulg lagi sia² ajh nih pdhl tdi udh menginstal eh kok di layar utma hp gue gk ada.lngsng cek ke plystore yh ngulang deh knp gitu gan!!
Pengguna Google,5,6/8/2019 7:09,Aplikasi ini juga bisa menjadi pilihan yang sangat penting untuk dilakukan dan tidak hanya itu saja 😉
Pengguna Google,1,5/27/2019 2:02,saya udh dowload berapa kali tapi gak bisa te dowload dowload juga 😢😢😢 habis habisin kuota saya aja 😭😭😭
Pengguna Google,2,5/25/2019 22:45,"kok saya mau login gak bisa, kenapa ya,tolong di perbaiki dong."
Pengguna Google,5,5/22/2019 21:59,aplnya bagus tauk cuma download nya aja yg lama
Pengguna Google,4,5/7/2019 6:52,aplikasi nya keren tp menginstal nya lumayan lama...
Pengguna Google,5,4/26/2019 1:52,jika ada yang tik tok kan terlalu jelek mohon aplikasi nya di block aja
Pengguna Google,5,4/17/2019 0:26,wah ternyata bisa digunakan untuk membuat video 😘
Pengguna Google,5,4/12/2019 15:15,dulu musikaly tapi sekarang tiktok saya bangga banget sama aplikasi ini ya Pokonya itu Udh Kay amelebihin aku main PUBG
Pengguna Google,5,4/7/2019 1:37,bagus aplikasi nya gk lambat juga gk macet macet aplikasi nya mantulll
Pengguna Google,5,4/6/2019 8:56,Keren dan gk ada iklan nya
Pengguna Google,3,4/3/2019 3:26,bagus aja.cumannya kenapa yang dibawah 14 umur gak bisa like video.comment.buat video.??
Pengguna Google,5,3/8/2019 5:22,tik tok memang bikin bahagia walaupun hanya video pendek tapi tetap menghibur
Pengguna Google,5,3/7/2019 14:56,aku sukaaaa .ayo bantu tik tok ini berkembang agar generasih kita ini keren dan berbakat
Pengguna Google,3,3/6/2019 21:37,aku kasih 3 bintang dulu karna baru nyoba aplikasi nya.. ntar kalau udah beneran enak di pakek baru aku kasih 5 bintang..😉😉
Pengguna Google,1,3/6/2019 8:59,"jelek banget sih kenapa harus gabung sama tik tok bego itu aku mau nya musical,ly yang lama dain itu banyak kenang kenangannya"
Pengguna Google,5,3/6/2019 0:25,hmm bagus banget aku suka semua lagu nyq
Pengguna Google,4,3/2/2019 9:05,"bagus sih!!tapi hampir semua lagu india,dj nya cuma sedikit tolong diperbaiki"
Pengguna Google,5,3/1/2019 12:22,"bagus banget,buat yang nemuiin musically yang hilang..mksh banget jadi ketemu deh 😘"
Pengguna Google,1,2/25/2019 10:17,saya tidak suka dengan aplikasi tiktok ini karena sya tidak suka oleh musical.ly
Pengguna Google,5,2/19/2019 22:47,aplikasi nya seru banget banyak stiker dan jangan lupa follow tik tok akuu yaa @eldivarossa nanti aku like vidio kalian
Pengguna Google,1,2/16/2019 1:41,"Gara Gara Tik Tok, Musical.ly Jadi di Hapus Dri Pihak Play Store!!Lebih Bgus Memakai Apk Musical.ly dri pada Pake Ini!! Apk Apaan Ini hah! Tolong, Yg saya Mau Adalah Musical.ly Kembali !!!!!"
Pengguna Google,5,2/14/2019 12:08,pokoknya aku sangat menyukainya hingga aku selalu youtuber dan semuanya like dan subscribe hingga 20000 like
Pengguna Google,1,2/13/2019 20:09,kenapa video tiktok saya gak bisa klik untuk merekam...
Pengguna Google,1,2/13/2019 19:22,semkin byank video dari india dan cina..jd agak boring liatnya
Pengguna Google,5,2/10/2019 9:37,bagus sekali aplikasinya. membuat kreativitas meningkat
Pengguna Google,1,2/7/2019 9:39,"Aplikasi apaan ini ,belum lama udh minta update. Udh di update bukannya lebih bagus malah makin jelek.nyesel banget gue download ni aplikasi sumpah kesel"
Pengguna Google,5,1/20/2019 9:59,kalau bisa setiap efek ny di beri nama supaya jadi ngk susah cari ny kayak aku skrg lagi cari efek selfie tapi ngk ketmu2 aku jadi sebel😵😵😵😵😵😰😰😰😰😰
Pengguna Google,2,1/15/2019 10:45,"sumpah nyesel bngt upgratny😲 kirain pas udh dupgrt tambah bangus ehhh malah ga jls, mana ga bisa pke lgu sndiri lagi.truss knp fariasiny ga sbnyak di ip? dri awalny mc ehh mlh jdi tik tok, trpksa aj pke apk in krna hobi ! klo bisa tolonggg DIPERBAIKI SEPERTI DULU"
Pengguna Google,1,1/5/2019 2:40,"sejak musically berubah menjadi tiktok , fitur musically hilang semua gak dipertahankan , kecewa nih😔😔😔"
Pengguna Google,4,1/1/2019 6:58,klo bisa d rubah gt logonya? jd bisa mc bisa tiktok;')
